,phrase,label,sentiment,subjectivity,language,count
Elsehul,Elsehul,NORP,,,en,2
"about 800,000 years","about 800,000 years",DATE,,,en,2
First,First,ORDINAL,,,en,2
decades,decades,DATE,,,en,2
a Letter of Intent,a Letter of Intent,LAW,,,en,2
a 'historic day',a 'historic day',DATE,,,en,2
More than a third,More than a third,CARDINAL,,,en,2
Americans,Americans,NORP,,,en,2
MotoGP,MotoGP,PRODUCT,,,en,2
11th,11th,ORDINAL,,,en,2
Five,Five,CARDINAL,,,en,2
year,year,DATE,,,en,2
Five years ago,Five years ago,DATE,,,en,2
2,2,CARDINAL,,,en,2
the summer of 2022,the summer of 2022,DATE,,,en,2
Nov 13,Nov 13,DATE,,,en,2
Nordic,Nordic,NORP,,,en,2
Islamic,Islamic,NORP,,,en,2
Sunday,Sunday,DATE,,,en,2
The day,The day,DATE,,,en,2
annual,annual,DATE,,,en,2
Muslims,Muslims,NORP,,,en,2
We Can Get Better,We Can Get Better,WORK_OF_ART,,,en,1
Nazi,Nazi,NORP,,,en,1
St. Peter's Square,St. Peter's Square,FAC,,,en,1
the Future of Our Country,the Future of Our Country,WORK_OF_ART,,,en,1
"3,500","3,500",MONEY,,,en,1
The American Revolution,The American Revolution,EVENT,,,en,1
afternoon,afternoon,TIME,,,en,1
two weeks,two weeks,DATE,,,en,1
Two Months,Two Months,DATE,,,en,1
5700,5700,MONEY,,,en,1
four years,four years,DATE,,,en,1
The Man in the High Castle,The Man in the High Castle,WORK_OF_ART,,,en,1
Predator: Bad… Hollywood,Predator: Bad… Hollywood,WORK_OF_ART,,,en,1
April 1971,April 1971,DATE,,,en,1
50 years,50 years,DATE,,,en,1
Filipinos,Filipinos,NORP,,,en,1
Nearly a million,Nearly a million,CARDINAL,,,en,1
days,days,DATE,,,en,1
more than 200,more than 200,CARDINAL,,,en,1
Canadas Catholic,Canadas Catholic,NORP,,,en,1
Dec. 6,Dec. 6,DATE,,,en,1
"Around 9,000 years ago","Around 9,000 years ago",DATE,,,en,1
"about 9,000 years ago","about 9,000 years ago",DATE,,,en,1
week,week,DATE,,,en,1
mekosuchine,mekosuchine,NORP,,,en,1
year-old,year-old,DATE,,,en,1
$80 million,$80 million,MONEY,,,en,1
Latin American,Latin American,NORP,,,en,1
+1883 chars,+1883 chars,WORK_OF_ART,,,en,1
the festive season,the festive season,DATE,,,en,1
evening,evening,TIME,,,en,1
the years,the years,DATE,,,en,1
More Than $700 Million,More Than $700 Million,MONEY,,,en,1
the Qing Dynasty,the Qing Dynasty,DATE,,,en,1
yesterday,yesterday,DATE,,,en,1
around 50m,around 50m,MONEY,,,en,1
Tongan,Tongan,NORP,,,en,1
Decades-Long,Decades-Long,DATE,,,en,1
nearly half,nearly half,CARDINAL,,,en,1
over 50 years,over 50 years,DATE,,,en,1
2025 / 14:54 pm,2025 / 14:54 pm,TIME,,,en,1
commentsThe,commentsThe,WORK_OF_ART,,,en,1
AI and Medicine:,AI and Medicine:,WORK_OF_ART,,,en,1
13,13,CARDINAL,,,en,1
the Basilica-Shrine of Our Lady of Ransom,the Basilica-Shrine of Our Lady of Ransom,FAC,,,en,1
"Nov. 8, 2025","Nov. 8, 2025",DATE,,,en,1
1.4 billion Catholics,1.4 billion Catholics,MONEY,,,en,1
Holy Year,Holy Year,EVENT,,,,1
a Jubilee Year,a Jubilee Year,DATE,,,,1
industrys,industrys,NORP,,,,1
months,months,DATE,,,en,1
+3332 chars,+3332 chars,WORK_OF_ART,,,en,1
Hours later,Hours later,TIME,,,en,1
November 5,November 5,DATE,,,en,1
JoBlo,JoBlo,PRODUCT,,,en,1
the academic year,the academic year,DATE,,,en,1
1773,1773,DATE,,,en,1
NewJeans,NewJeans,PRODUCT,,,en,1
2025 / 06:00 am,2025 / 06:00 am,TIME,,,en,1
2029,2029,CARDINAL,,,en,1
€50m,€50m,MONEY,,,en,1
€1.2m,€1.2m,MONEY,,,en,1
600,600,CARDINAL,,,en,1
around €50m,around €50m,MONEY,,,en,1
"13:15 pm
","13:15 pm
",TIME,,,en,1
Four,Four,CARDINAL,,,en,1
The Road,The Road,FAC,,,en,1
2025 / 13:15 pm,2025 / 13:15 pm,TIME,,,en,1
Nov. 10,Nov. 10,DATE,,,en,1
63,63,DATE,,,en,1
eight-kilometer,eight-kilometer,QUANTITY,,,en,1
at least 21,at least 21,CARDINAL,,,en,1
Chinese,Chinese,NORP,,,en,1
before 9 weeks,before 9 weeks,DATE,,,en,1
4 weeks,4 weeks,DATE,,,en,1
0.1re,0.1re,MONEY,,,en,1
another month,another month,DATE,,,en,1
about five weeks,about five weeks,DATE,,,en,1
nine weeks,nine weeks,DATE,,,en,1
42b983,42b983,MONEY,,,en,1
a little over six months,a little over six months,DATE,,,en,1
November 15,November 15,DATE,,,en,1
November 12,November 12,DATE,,,en,1
+5022,+5022,CARDINAL,,,en,1
weekly,weekly,DATE,,,en,1
12 November 2025,12 November 2025,DATE,,,en,1
Consentless,Consentless,WORK_OF_ART,,,en,1
Carmelite,Carmelite,NORP,,,en,1
Jewish-Catholic,Jewish-Catholic,NORP,,,en,1
"Nov. 11, 2025","Nov. 11, 2025",DATE,,,en,1
"2025 /
 12:45 pm","2025 /
 12:45 pm",TIME,,,en,1
non-Christian,non-Christian,NORP,,,en,1
Six-million-year-,Six-million-year-,CARDINAL,,,en,1
Nearly 1 million,Nearly 1 million,CARDINAL,,,en,1
10km,10km,QUANTITY,,,en,1
October 27,October 27,DATE,,,en,1
≥20 years,≥20 years,DATE,,,en,1
"4,000 years","4,000 years",DATE,,,en,1
this month,this month,DATE,,,en,1
five centuries ago,five centuries ago,DATE,,,en,1
Anglican,Anglican,NORP,,,en,1
20 years,20 years,DATE,,,en,1
"Abstract
Objective
","Abstract
Objective
",WORK_OF_ART,,,en,1
this spring,this spring,DATE,,,en,1
1911,1911,DATE,,,en,1
countrys,countrys,NORP,,,en,1
+10203,+10203,NORP,,,en,1
10-15 km,10-15 km,QUANTITY,,,en,1
"April 21, 1990","April 21, 1990",DATE,,,en,1
almost 500 years ago,almost 500 years ago,DATE,,,en,1
the Vatican Museums,the Vatican Museums,FAC,,,en,1
"the past 4,000 years","the past 4,000 years",DATE,,,en,1
"the International Date
","the International Date
",EVENT,,,en,1
Three,Three,CARDINAL,,,en,1
Hurricane,Hurricane,WORK_OF_ART,,,en,1
the upcoming days,the upcoming days,DATE,,,en,1
Galwegian,Galwegian,NORP,,,en,1
Cumbrian,Cumbrian,NORP,,,en,1
2022,2022,DATE,,,en,1
+5350 chars,+5350 chars,WORK_OF_ART,,,en,1
76 centimeters,76 centimeters,QUANTITY,,,en,1
+4165 chars,+4165 chars,WORK_OF_ART,,,en,1
over 2 million pounds,over 2 million pounds,QUANTITY,,,en,1
New 11-Day Journey,New 11-Day Journey,PRODUCT,,,en,1
next June,next June,DATE,,,en,1
Fushimi Inari Shrine,Fushimi Inari Shrine,FAC,,,en,1
Japans,Japans,NORP,,,en,1
season,season,DATE,,,en,1
the end of the year,the end of the year,DATE,,,en,1
hundreds,hundreds,CARDINAL,,,en,1
Kiwi,Kiwi,PRODUCT,,,en,1
African,African,NORP,,,en,1
an estimated 10km,an estimated 10km,QUANTITY,,,en,1
6.2 miles,6.2 miles,QUANTITY,,,en,1
Oscar Contenders ‘Cover-Up,Oscar Contenders ‘Cover-Up,WORK_OF_ART,,,en,1
The Eyes Of Ghana’ & More,The Eyes Of Ghana’ & More,WORK_OF_ART,,,en,1
November 6-9,November 6-9,DATE,,,en,1
lineup today,lineup today,DATE,,,en,1
Oct. 16,Oct. 16,DATE,,,en,1
+19203,+19203,NORP,,,en,1
more than 200 years old,more than 200 years old,DATE,,,en,1
every summer,every summer,DATE,,,en,1
Bacillus licheniformis,Bacillus licheniformis,PRODUCT,,,en,1
recent weeks,recent weeks,DATE,,,en,1
more than 20,more than 20,CARDINAL,,,en,1
just days,just days,DATE,,,en,1
8,8,CARDINAL,,,en,1
New Zealander,New Zealander,NORP,,,en,1
Grand Hotel,Grand Hotel,FAC,,,en,1
a century,a century,DATE,,,en,1
"the Grand Hotel
","the Grand Hotel
",FAC,,,en,1
500 Years,500 Years,DATE,,,en,1
next week,next week,DATE,,,en,1
Australian Grand Prix,Australian Grand Prix,EVENT,,,en,1
seventh,seventh,ORDINAL,,,en,1
this season,this season,DATE,,,en,1
the Australian Grand Prix,the Australian Grand Prix,EVENT,,,en,1
Philippine,Philippine,NORP,,,en,1
thousands,thousands,CARDINAL,,,en,1
At least five,At least five,CARDINAL,,,en,1
Kiwis,Kiwis,WORK_OF_ART,,,en,1
World War I soldiers,World War I soldiers,EVENT,,,en,1
"Monday, October 27 to Sunday, November","Monday, October 27 to Sunday, November",DATE,,,en,1
10,10,CARDINAL,,,en,1
the Vatican Museum,the Vatican Museum,FAC,,,en,1
Antarctica,Antarctica,LANGUAGE,0.0,0.015503875968992248,en,1
3I/ATLAS,3I/ATLAS,PRODUCT,,,en,1
last week,last week,DATE,,,en,1
at least 6km,at least 6km,QUANTITY,,,en,1
at least two,at least two,CARDINAL,,,en,1
Pitcairn Grove,Pitcairn Grove,FAC,,,en,1
22,22,CARDINAL,,,en,1
+10120,+10120,NORP,,,en,1
"Abstract
","Abstract
",WORK_OF_ART,,,en,1
September,September,DATE,,,en,1
months-long,months-long,DATE,,,en,1
Malian,Malian,NORP,,,en,1
Jamaat,Jamaat,NORP,,,en,1
almost a month,almost a month,DATE,,,en,1
2013,2013,DATE,,,en,1
202,202,CARDINAL,,,en,1
Five days,Five days,DATE,,,en,1
third,third,ORDINAL,,,en,1
more than 100 metres,more than 100 metres,QUANTITY,,,en,1
Australias,Australias,NORP,,,en,1
the American Revolution Was a World War in All,the American Revolution Was a World War in All,EVENT,,,en,1
1PM EST,1PM EST,TIME,,,en,1
the Week,the Week,DATE,,,en,1
Democrats,Democrats,NORP,,,en,1
Tuesdays,Tuesdays,DATE,,,en,1
a good night,a good night,TIME,,,en,1
Republicans,Republicans,NORP,,,en,1
"1,352","1,352",CARDINAL,,,en,1
+26885,+26885,NORP,,,en,1
Airbnb,Airbnb,NORP,,,en,1
Norwegian,Norwegian,NORP,,,en,1
"1,347","1,347",CARDINAL,,,en,1
nine,nine,CARDINAL,,,en,1
The Activist’ Sells,The Activist’ Sells,WORK_OF_ART,,,en,1
Hurricane Melissa's,Hurricane Melissa's,EVENT,,,en,1
Tallinn Black Nights Film Festival,Tallinn Black Nights Film Festival,EVENT,,,en,1
Baltic,Baltic,NORP,,,en,1
Maduros,Maduros,NORP,,,en,1
+12575,+12575,NORP,,,en,1
Hurricane Melissa Live Updates:,Hurricane Melissa Live Updates:,EVENT,,,en,1
Katrina,Katrina,EVENT,,,en,1
2019,2019,DATE,,,en,1
404,404,CARDINAL,,,en,1
just hours,just hours,TIME,,,en,1
morning,morning,TIME,,,en,1
175 mph,175 mph,QUANTITY,,,en,1
this year,this year,DATE,,,en,1
Haugh,Haugh,NORP,,,en,1
Millions,Millions,CARDINAL,,,en,1
the year,the year,DATE,,,en,1
Oman,Oman,NORP,,,en,1
Kingston,Kingston,FAC,,,en,1
millions,millions,CARDINAL,,,en,1
R.,R.,NORP,,,en,1
2017,2017,DATE,,,en,1
this morning,this morning,TIME,,,en,1
Hurricane Melissa',Hurricane Melissa',EVENT,,,en,1
Canada Goose,Canada Goose,FAC,,,en,1
+7950,+7950,NORP,,,en,1
+6111 chars,+6111 chars,WORK_OF_ART,,,en,1
‘Valley Of Ashes’ To Netflix,‘Valley Of Ashes’ To Netflix,WORK_OF_ART,,,en,1
The Great Gatsby,The Great Gatsby,WORK_OF_ART,,,en,1
6 Million Years Ago,6 Million Years Ago,DATE,,,en,1
hundreds of meters,hundreds of meters,QUANTITY,,,en,1
the Cocos-Keeling Islands,the Cocos-Keeling Islands,FAC,,,en,1
11/3/2025,11/3/2025,CARDINAL,,,en,1
